Name,Weight (lbs),Height (inches)
"Palelei, Lonnie",310,75
"Matthews, Allama",230,75
"Ramsey, Nate",200,73
"Baril, Adryen",210,71
"Campbell, Caleb",237,74
"Feacher, Ricky",174,70
"Chick, John",255,76
"Engel, Steve",218,73
"Chamblin, Corey",188,70
"Reese, Dave",176,72
"Aschbacher, Darrel",220,73
"Dawson, Gib",180,71
"Johnson, Cecil",230,74
"Zeitler, Kevin",320,76
"Webster, Mike",255,73
"Detmer, Ty",189,72
"Kaveinga, Uona",235,71
"Riehm, Chris",275,78
"Vaughan, Pug",181,71
"Harrell, Justin",315,76
"Shanle, Andrew",210,73
"Johnson, Terrence",195,69
"Ragsdale, George",185,71
"Evans, Dale",210,75
"Laurinaitis, Frank",200,70
"Reece, Beasley",193,73
"Saunders, John",198,75
"Byrd, Emanuel",236,75
"Haggerty, Steve",175,70
"Davis, Hall",270,76
"Watson, Ed",220,76
"Keck, Stan",205,71
"Wayne, Nate",237,72
"Lawrie, Nate",255,78
"Lee, Bill",231,74
"Elliott, Brett",210,75
"Jackson, Al",311,75
"Kinderdine, Shine",195,72
"Abbruzzi, Duke",175,70
"Ernst, Mike",190,73
"Paul, Josue",190,73
"Bacci, Joe",243,73
"Gillis, Joe",210,68
"Perko, John",207,73
"Reese, Izell",195,74
"Rivers, Marcellus",250,76
"Nickel, Elbie",196,73
"Thompson, Bill",201,73
"Cleveland, Asante",260,77
"Cooper, Marcus",192,74
"Volz, Pete",190,
"Tiggle, Calvin",235,73
"Vanderbundt, Skip",225,75
"Warzeka, Ron",250,76
"Calvin, Johnathan",263,75
"Fitzpatrick, Ryan",223,74
"Carter, Joe",198,71
"Pullard, Hayes",233,72
"Jelks, Andrew",291,78
"Hadley, David",186,69
"Weigel, Lee",220,71
"Anderson, Larry",183,71
"Mallory, Irvin",196,73
"Office, Tony",250,74
"Coley, Stacy",195,73
"Reagan, Frank",182,71
"Zabel, Steve",235,76
"Gatlin, Josh",194,72
"Fairchild, Paul",270,76
"Lewis, Marvin",208,75
"Harris, Al",194,73
"Akiu, Mike",182,69
"Clark, Frank",260,75
"Manning, Archie",212,75
"Fisher, Eddie",210,71
"Toilolo, Levine",265,80
"Elliott, Carl",230,76
"Watts, Daniel",271,78
"Henderson, Carlos",191,73
"Kellar, Scott",282,75
"Beinor, Ed",222,74
"Noa, Kaiser",230,73
"Oliker, Aaron",170,71
"Gallagher, Dave",256,76
"Gilmore, Bryan",200,73
"Ebbele, Fabbians",315,80
"Washington, Demond",182,69
"Walls, Lenny",197,76
"Talbott, Jim",,
"Ellersick, Don",193,73
"Fleckenstein, Bill",208,73
"Haslip, Wilbert",212,71
"Johnson, Anthony",295,74
"Lefear, Billy",197,71
"Hartsell, Julian",291,75
"Hampton, Wayne",250,76
"Fox, Jeff",215,74
"Reyes, Tutan",310,75
"Forsyth, Ben",190,
"Rasmussen, Wayne",175,74
"Burkhead, Rex",210,70
"Riley, Rueben",320,76
"Nyers, Dick",177,71
"White, Tim",185,71
"Spruce, Nelson",205,73
"Lebengood, Fungy",175,71
"Doyle, Jack",267,78
"MacDonald, Dan",230,74
"Huff, Marqueston",196,71
"Magee, Alex",298,75
"Latzke, Paul",240,76
"Newmeyer, Don",205,74
"Ramey, Jim",261,76
"Akbar, Hakim",222,72
"Yount, Christian",250,73
"Anderson, Taz",220,74
"Lindley, Trevard",183,72
"Frank, Donald",192,72
"Schiltz, Adam",256,76
"Rice, Jerry",200,74
"O'Connor, Pat",270,76
"Carney, Chuck",190,73
"Didion, John",245,76
"Golden, Brittan",186,71
"Harris, John",195,73
"Jackson, Tyson",296,76
"Pierson, Shurron",250,74
"Harris, Macho",200,72
"Garrett, Drake",183,69
"Harris, Steven",305,77
"Hamilton, Justin",217,75
"Hart, Taylor",281,78
"Wedemeyer, Herman",178,70
"Ferguson, Josh",200,70
"Wendell, Ryan",300,74
"Kelley, Rob",228,72
"Redding, Cory",318,76
"Adkins, Margene",183,70
"O'Brien, Jack",213,74
"Figgins, Bruce",278,76
"Edwards, Antuan",210,73
"Juszczyk, Kyle",240,73
"Rettig, Chase",215,74
"Dean, Larry",226,72
"Petty, Bryce",230,75
"Parks, Rickey",179,73
"Underwood, Tiquan",185,73
"Davis, Fred",182,70
"Harris, Darryl",300,76
"Weatherington, Colston",289,77
"Estes, John",293,74
"Dimick, Don",160,68
"Opfar, Dave",270,76
"Thomas, Dallas",316,77
"Petitgout, Luke",310,78
"Gilmore, John",257,77
"Sarafiny, Al",235,71
"McCarren, Larry",246,75
"Bell, Kay",220,74
"Denton, Winnie",200,73
"Harper, Dwayne",175,71
"Foreman, D'Onta",249,73
"Hall, Barry",311,78
"Woodard, Jonathan",271,77
"Pacella, Dave",266,74
"Zimmerman, Ty",204,73
"Haley, Darryl",269,76
"Catalano, Tony",,
"Kmetovic, Pete",175,69
"Dawson, Lake",207,74
"Bell, Shonn",257,77
"Thomas, Earl",202,70
"Fowlkes, Dennis",238,74
"Cavosie, John",207,72
"McFadden, Darren",220,73
"Harris, Antoine",205,70
"Allen, Derek",290,76
"Tillman, Cedric",219,74
"Peat, Gregg",299,75
"Barrows, Scott",278,74
"Faylor, John",197,73
"Kafentzis, Mark",190,70
"King, Emmett",195,69
"Scott, Jake",188,72
"Wall, Eddie",170,69
"McCall, Joe",205,71
"Scott, Darrion",302,75
"Warrick, Nehemiah",208,73
"Kiesling, Walt",249,74
"Franks, Dominique",197,72
"Mathis, Wendell",213,71
"Butler, Donald",242,73
"Roberts, Hal",180,73
"Koch, Aaron",299,75
"Keo, Shiloh",208,71
"Foles, Nick",243,78
"Daniel, Robertson",205,73
"Shaffer, Kevin",318,77
"Fortune, Bill",218,71
"Dierking, Scott",218,70
"Armstrong, Jimmy",166,68
"Ali, Charles",255,74
"Hanna, James",260,76
"Johns, Freeman",175,73
"Babartsky, Al",225,72
"Ulmer, Mike",196,72
"Norwood, Eric",260,73
"Flones, Brian",228,73
"Parker, Preston",200,72
"Niehoff, Rob",205,74
"Marlowe, Dean",210,73
"Raskowski, Leo",219,75
"Anderson, Vince",205,74
"Larsen, Gary",261,77
"Pilgrim, Evan",298,76
"Randall, Greg",322,77
"Davis, Doug",255,76
"Law, John",180,69
"Balogh, Cody",303,78
"McKinley, Takkarist",265,74
"Walter, Tyson",300,76
"Childress, Joe",202,72
"Luke, Cole",183,71
"Lindon, Luke",243,70
"Norseth, Mike",200,74
"Peterson, Andrew",308,77
"Carpenter, Ken",195,72
"Parrish, Ken",210,74
"Kostos, Tony",191,71
"Baylis, Evan",245,78
"Banet, Herb",200,74
"Johnson, Tank",315,75
"Wagner, Vincent",175,71
"Young, Russ",190,72
"Camp, Reggie",274,76
"Jackson, Jack",174,68
"DiRico, Robert",202,70
"Manning, Terrell",237,74
"Brown, Jamon",323,76
"Owens, Tinker",170,71
"Easley, Dominique",285,74
"Jackson, Cardia",236,73
"Price, Norman",311,76
"Kolen, Mike",220,74
"Hambrick, Kenyon",190,72
"Logan, T.J.",196,69
"Osborne, Clancy",218,75
"Ambrose, Ashley",195,71
"Beavers, Larry",186,70
"Harris, Bob",219,74
"Washington, Joe",179,70
"Ezor, Blake",181,69
"Westfall, Ed",170,69
"Webster, Kevin",260,74
"Jackson, Rob",259,76
"Hart, Doug",190,72
"Gonzalez, Leon",162,70
"Harrington, Chris",260,77
"Chery, Jason",185,70
"Davis, Sean",202,73
"Nelson, Royce",315,76
"Bell, Anthony",231,75
"Weiner, Bernie",222,71
"Ramirez, Manny",325,75
"Gault, Billy",185,73
"Hannam, Ryan",255,74
"Carter, Drew",200,75
"Belser, Jason",197,70
"Harris, Joe",225,73
"Anderson, Scott",242,76
"Ballard, Jake",275,78
"Gillespie, Fernandars",185,70
"Carter, Markell",248,76
"Scardina, John",265,76
"Pagac, Fred",222,72
"Parker, Daren",185,72
"Demas, George",194,72
"Baldinger, Brian",255,76
"Johnson, Randy",255,74
"Lavan, Al",202,73
"Wahler, Jim",259,76
"Foster, Jerome",268,74
"Miller, Roy",318,74
"Alford, Robert",186,70
"Kalil, Matt",317,79
"Marquez, Bradley",196,70
"Lee, Gary",202,73
"Owens, Brig",190,71
"Mathews, Neil",200,72
"Sensibaugh, Mike",192,71
"Harris, Tim",265,78
"Dickinson, Dustin",298,75
"Flores, Tom",202,73
"Abramowitz, Sid",280,78
"Pagel, Derek",208,73
"Barr, Shorty",201,68
"Asiodu, K.C.",247,75
"Johnson, Joe",170,68
"Flowers, Trey",265,74
"Nelson, Kyle",240,74
"Pastin, Frank",197,70
"Ettinger, Don",213,74
"Carter, Alex",198,72
"Adams, Kendrick",250,77
"Hollister, Cody",209,76
"Wentworth, Austin",315,76
"Hand, Norman",310,75
"Okafor, Joe",304,78
"Roberts, Tom",215,73
"Tago, Christian",242,73
"Hagler, Scott",160,68
"Goble, Les",158,71
"Richardson, David",202,72
"Gilliam, Jon",240,74
"Lisbon, Don",197,70
"Johnson, Johnny",220,75
"O'Shea, Terry",236,76
"Glenn, Bill",157,72
"Lick, Dennis",266,75
"Barnes, Jeff",223,74
"Whelan, Tommy",165,68
"Sedlock, Bob",295,76
"Massey, Carlton",221,74
"Davie, Quentin",240,76
"Laskey, Bill",235,75
"Maloney, Ned",190,73
"Glover, Clyde",280,78
"Shapiro, Jack",119,61
"Thompson, Bennie",220,72
"Johnson, B.J.",207,71
"Gallishaw, Laroni",190,72
"Hannah, John",265,74
"Matheson, Bob",235,76
"Barnes, Dante",194,73
"Johnson, Dominique",221,76
"DeCastro, David",316,77
"Kaser, Drew",206,74
"Ard, Billy",250,75
"Osborn, Duke",188,70
"Carter, Todd",190,73
"Scott, Freddie",188,71
"Lewis, Art",226,75
"Letuligasenoa, Josh",220,73
"Masterson, Mark",240,74
"Thompson, Steve",250,77
"Tonelli, Mario",200,71
"Mathison, Bruce",205,75
"Warren, Lamont",211,71
"Wansley, Tim",186,68
"Akin, Harold",260,77
"Phillips, Mike",208,72
"Kerrigan, Tom",200,74
"Tatarek, Bob",270,76
"Thomas, Jemea",195,70
"Rasmussen, Kemp",265,75
"Lee, Marquel",240,75
"Pease, George",185,68
"Dillon, K.J.",200,72
"Saxon, Mike",205,75
"Karmazin, Mike",210,71
"Gladden, Mack",195,74
"Sanders, Jock",185,66
"Weaver, Herman",210,76
"Fletcher, Arthur",215,75
"Fields, Jeff",320,75
"Lee, John",255,74
"Howard, Austin",330,79
"Golub, Chris",196,74
"Grady, Garry",185,70
"Mount, Deiontrez",249,77
"Pierotti, Al",204,70
"Albright, Bill",233,73
"Jaffurs, Johnny",200,70
"Lewis, Gary",234,77
"Finley, Jay",203,71
"Cole, Dylan",220,72
"Breaux, Delvin",196,73
"Jenkins, Michael",214,76
"Weeks, Marquis",216,70
"Dawson, P.J.",240,72
"Villanueva, Danny",200,71
"Reed, Smith",215,72
"Barton, Kirk",300,78
"DeCicco, Dom",235,75
"O'Donnell, Joe",262,74
"Bailey, Monk",180,74
"Angerer, Pat",236,72
"Lewis, D.D.",241,73
"Baysinger, Reaves",180,72
"Warren, Xavier",250,73
"Scott, Ralph",235,74
"Barthelmes, Brian",300,78
"Tinker, Carson",239,72
"Reasons, Gary",235,76
"Patterson, Don",175,71
"Whitehead, Jermaine",195,71
"Shell, Brandon",324,77
"Alexander, David",285,75
"Hall, D.J.",312,73
"Fells, Darren",281,79
"King, Caleb",212,71
"Wharton, Hogan",250,74
"Johnson, Brad",235,77
"Bernard, Giovani",205,69
"Thompson, Tyson",225,73
"Tate, Robert",194,71
"Lang, Chick",195,
"Webb, Ken",207,71
"Cave, Braxston",305,75
"Jackson, Steve",192,73
"Gibson, David",210,73
"Laster, Don",285,77
"Satterfield, Brian",225,72
"Petrus, Mitch",315,75
"Chandler, Al",233,74
"Welker, Wes",185,69
"Gaydos, Kent",225,78
"Arterburn, Elmer",175,70
"Ball, Montee",215,70
"Johnson, Kyle",242,72
"Fairband, Bill",228,75
"Richardson, Pete",193,72
"Rector, Michael",187,73
"Gause, Quentin",243,72
"Parker, J'Vonne",325,76
"Rubin, Ahtyba",310,74
"Haman, Jack",215,74
"Kocurek, Kris",293,76
"Nittmo, Bjorn",185,71
"Davis, Bob",180,73
"Fernandez, Joe",175,70
"Seltzer, Harry",195,69
"Owens, Rich",287,78
"Kacyvenski, Isaiah",252,73
"Scott, Sean",226,73
"Barnwell, Malcolm",184,71
"Davis, Red",195,71
"Owens, Dennis",257,73
"Sape, Lauvale",296,73
"Khayat, Ed",240,75
"Harbaugh, Jim",215,75
"Kochman, Roger",205,74
"Drew, Damariay",205,72
"Oliver, Jeff",292,76
"Lee, David",230,76
"Farmer, Karl",165,71
"Vieira, Steven",316,78
"Farmer, Roger",195,75
"Schuh, Jeff",228,74
"Harvey, Brandyn",205,76
"Naumoff, Paul",215,73
"Warren, Gerard",330,76
"Tierney, Leo",248,75
"Uzdavinis, Walt",210,74
"Barr, Terry",189,72
"Johnson, John",205,73
"Mark, Lou",210,73
"Okanlawon, Tony",187,71
"Ellison, Mark",250,74
"Rivers, Nate",215,75
"Shaffer, George",190,72
"Lacy, Bo",300,76
"Cattouse, Sean",210,74
"Venson, Brandon",245,75
"Campbell, Stan",226,72
"Pitcock, Chuck",272,76
"Mills, Jordan",316,77
"Addison, Tommy",230,74
"Warren, Dewey",205,72
"Anderson, Art",244,75
"Allen, Buddy",193,71
"Acorn, Fred",185,70
"Turner, Paul",193,70
"Thompson, Dave",215,70
"Sagely, Floyd",191,73
"Trattou, Justin",258,76
"Ogas, Dave",225,73
"Robbins, Barret",320,75
"Johnson, Chuck",280,77
"Gentry, Lee",198,72
"King, Ed",217,72
"Robey-Coleman, Nickell",165,68
"Seder, Tim",185,69
"Pratt, Dayon",225,76
"Farrell, Sean",260,75
"Young, Jimmy",204,72
"Malone, Josh",208,75
"Brockers, Michael",326,77
"Finch, Roy",180,67
"Hackney, Elmer",205,74
"Dennis, Pat",203,72
"Elliott, Tony",195,70
"Reynolds, Jerry",320,78
"Malone, Grover",185,68
"Kelly, Leroy",202,72
"Irvin, LeRoy",184,71
"Jensvold, Leo",173,68
"Harrison, Nolan",289,77
"Ricca, Jim",270,76
"Nori, Mark",307,76
"Ream, Chuck",225,74
"Taylor, Jim",232,74
"Malamala, Siupeli",305,77
"Heinicke, Taylor",210,73
"Kadesky, Max",175,71
"Harper, Darrell",195,73
"Jackson, Charles",225,74
"Weaver, Aaron",220,74
"Reed, Rock",173,68
"West, Willie",190,70
"Thuerk, Owen",192,74
"Hambrick, Darren",227,74
"MacMillan, Stu",175,69
"Norris, Trusse",194,73
"Ward, Dedric",189,69
"Jacox, Kendyl",325,74
"Enis, Curtis",250,72
"Ely, Larry",230,73
"Sash, Tyler",215,72
"Langhorne, Reggie",195,74
"Gallaher, Allen",250,75
"Hartley, Garrett",195,68
"Campbell, Scott",196,72
"Wallace, Rico",215,75
"Perryman, Raymond",195,71
"Deraney, John",224,76
"Payne, Seth",303,76
"Shannon, Larry",210,76
"Bethea, Antoine",206,71
"Noble, Dave",195,74
"Fields, Mark",244,74
"Ness, Nate",190,73
"Zizak, Vince",208,68
"Gordon, Sonny",192,71
"Markovich, Mark",256,77
"Yary, Ron",255,77
"Kline, Josh",300,75
"Scott, Jack",260,76
"Supernaw, Phillip",248,77
"Deters, Harold",200,72
"Stephen, Shamar",310,77
"Fowler, Bobby",212,71
"Farmer, Kirk",218,77
"Iloka, George",225,76
"Anderson, Darren",189,70
"Forester, Herschel",230,72
"Lechner, Ed",200,73
"Tollefson, Dave",260,76
"Manucci, Dan",196,74
"Etelman, Carl",160,68
"Schippang, Gary",254,76
"Galvin, John",170,70
"Ford, Calton",319,76
"Baumann, Buddy",190,73
"Johnson, A.J.",175,68
"Thomas, Charlie",180,69
"Moore, Steven",310,78
"Green, Aaron",201,71
"Fauria, Joseph",267,79
"Jackson, Corey",270,78
"Gunter, Rodney",305,77
"Saunders, Weslye",261,77
"Norrie, David",220,76
"Agnew, Ray",285,75
"Bailey, Jim",215,74
"Peterson, Daunta",200,71
"Kelm, Larry",230,76
"Rivers, Garland",181,73
"Taylor, Hosea",255,77
"Goodbread, Royce",207,71
"Martin, Aaron",190,72
"Salemi, Sam",180,69
"Weatherly, Stephen",265,77
"Chanoine, Roger",305,76
"Newton, Jim",297,81
"Bell, Mike",225,72
"Roan, Oscar",215,78
"Beaudoin, Doug",193,73
"Harper, Alvin",218,76
"Faneca, Alan",316,77
"Dunlap, King",330,81
"Ariguzo, Ike",214,77
"Gage, Bobby",175,71
"Neal, Louis",215,76
"Levenick, Dave",222,75
"Kalal, Tim",205,75
"Barnes, Lew",163,68
"Zagers, Bert",185,70
"Hall, Matt",324,81
"Levels, Dwayne",259,74
"Rhem, Steve",212,74
"Kasper, Kevin",200,73
"Dieter, Herb",195,73
"Davlin, Mike",230,73
"Harris, Ronnie",185,71
"Adibi, Nathaniel",249,75
"Dekker, Paul",220,77
"Pierre-Paul, Jason",278,77
"Mackey, Louis",225,73
"Armstrong, Quincy",230,75
"Edwards, Jimmy",185,69
"Roach, Rollin",145,66
"Hall, Charlie",220,75
"Richardson, Ernie",225,77
"DeForest, Joe",240,73
"Echemandu, Adimchinobe",225,70
"Dingle, Nate",245,74
"Eugene, Hiram",200,74
"Cook, Tim",232,73
"Grant, Jakeem",172,67
"Maddox, Buster",240,75
"Schilling, Ralph",218,75
"Neufeld, Ryan",245,76
"Randle El, Antwaan",185,70
"Swoopes, Tyrone",245,76
"Farley, Dick",185,71
"Haji-Sheikh, Ali",172,72
"Thompson, Del",203,72
"Shanahan, Mike",241,76
"James, Nate",195,73
"Beasley, Aaron",205,72
"Ross, Jeremy",215,72
"Lansford, Buck",232,74
"Nelson, Tom",200,71
"Allen, Keenan",211,74
"Barrett, Lamart",191,72
"Younger, Tank",225,75
"Fields, Anthony",192,73
"Butler, Brice",215,75
"Scott, Vin",215,68
"Leeuwenburg, Dick",242,77
"Reis, Chris",215,73
"Quarshie, Michael",295,74
"Dile, Marc",300,76
"Morstead, Thomas",235,76
"Ayers, DeMarcus",190,70
"Riddick, Robb",195,72
"Lewis, Isaiah",211,70
"Perry, Scott",180,72
"Huesman, Jacob",216,73
"Franklin, Collin",252,77
"Dingle, Mike",240,74
"Harris, Franco",230,74
"Johnson, Austin",240,74
"Darilek, Trey",310,77
"Petersen, Ken",235,74
"Landolt, Kevin",298,76
"Thornton, James",185,71
"Kotal, Eddie",170,68
"Denfeld, Fred",198,72
"Coley, Trevon",307,73
"Franklin, Johnathan",205,70
"Lee, Elijah",228,75
"Piggott, Bert",195,74
"Randle, Joseph",210,72
"D'Alonzo, Pete",210,70
"Artmore, Rodney",210,72
"Norris, Slade",232,74
"Houston-Carson, DeAndre",203,73
"Ihenacho, Carl",255,74
"Perriman, Brett",180,69
"Hill, Brian",219,73
"James, Roland",191,74
"Hyder, Kerry",270,74
"Razzano, Rick",227,71
"McBride, Trumaine",185,69
"Alston, O'Brien",246,78
"Fisher, George",210,72
"Sewell, Harley",230,73
"Chesson, Wes",195,74
"Kosar, Bernie",214,77
"Martin, Saladin",180,72
"Cox, Morgan",233,76
"Marshall, Chuck",180,72
"Lavarias, Aaron",250,75
"Waddle, LaAdrian",315,78
"Fortmann, Danny",210,72
"Thomason, Jim",200,72
"Pass, Randy",247,75
"Tarver, John",227,75
"Barnett, Fred",208,72
"DePalma, Dan",192,71
"Bell, Henry",210,70
"Sawyer, Ken",192,72
"Ash, Richard",333,75
"Koenen, Michael",198,71
"Bellore, Nick",250,73
"Okobi, Chukky",305,73
"Urban, Gasper",215,73
"Harvey, Stacy",245,76
"Gordon, Cornell",187,72
"Liles, Sonny",188,68
"Oakley, Charley",170,70
"Devlin, Pat",220,75
"Thomas, George",169,69
"Nortman, Brad",218,74
"Charlton, Ike",204,72
"Cain, Lynn",205,73
"Stocker, Luke",253,77
"McCann, Tim",265,77
"Abdullah, Husain",204,72
"Hardeman, Don",235,74
"Shaw, Ben",190,71
"Sheppard, Kelvin",249,74
"Novitsky, Craig",295,77
"George, Jeff",185,73
"Davis, Troy",251,74
"Lane, Jorvorskie",258,71
"Noonan, Danny",282,76
"Scearce, Alex",190,75
"Atkins, Kelvin",235,75
"Goodwin, Ron",180,71
"Wallace, Taco",190,73
"Ewald, Mitch",176,70
"Soto, Shakir",256,75
"Federkeil, Daniel",290,78
"Kaer, Mort",167,71
"Douzable, Leger",284,76
"Gordon, Bobby",195,72
"Rey, Vincent",250,72
"Hardy, Daniel",249,76
"Reed, Nick",250,74
"Jamison, Vontrell",277,78
"McEvoy, Tanner",230,78
"Malone, Darrell",182,70
"Bailey, Boss",232,75
"Forney, Kynan",302,75
"Eiden, Ed",205,72
"Reuter, Vic",215,72
"Jones, Jarron",315,77
"Rayhle, Fred",217,77
"Harris, Anthony",240,73
"Gaffney, Derrick",181,73
"Rehberg, Scott",315,80
"Dewalt-Ondijo, Jordan",239,76
"Osaisai, Wopamo",200,71
"Yeldon, T.J.",223,73
"Schottenheimer, Marty",224,75
"Mattes, R.J.",313,78
"Edwards, Monk",213,75
"Britt, Justin",315,78
"Ellis, Craig",185,71
"Eason, Tony",212,76
"Glover, LaVar",177,69
"Shavers, Tyrone",205,75
"Bryant, Desmond",310,78
"Ratliff, Jay",303,76
"Johnson, Ezra",240,76
"Sewall, Bobby",197,73
"Wages, Harmon",215,73
"Levingston, Lazarius",292,76
"Harris, Jeff",189,72
"Richter, Les",238,75
"Manley, Jack",215,75
"Keith, Craig",262,75
"Youngelman, Sid",257,75
"Hart, Pete",190,69
"Ivory, Horace",197,72
"James, Robert",224,71
"Watson, Chris",188,73
"Nease, Mike",272,75
"Lewis, Will",185,69
"Paea, Stephen",300,73
"Halapio, Jon",320,74
"Carter, Quinton",200,73
"Callahan, Dan",230,72
"Kelly, John",250,75
"Petitbon, Richie",206,75
"Griswold, Darion",255,77
"Jackson, Rashawn",240,73
"Nord, Keith",197,72
"Gilberry, Wallace",270,74
"Rudolph, Travis",190,72
"Giugliano, Patsy",140,64
"Nolan, John",232,74
"Ofodile, A.J.",260,78
"Cherundolo, Chuck",215,73
"Matich, Trevor",287,76
"Echols, Donnie",240,76
"Palmer, Jordan",230,77
"Nighswander, Nick",232,72
"Minter, Kevin",246,72
"Ashton, Josh",205,73
"Vick, Ernie",190,70
"Tautu, Sae",245,75
"Thomas, Aaron",210,75
"Nielsen, Tyler",238,75
"Haddad, Drew",187,71
"Saldi, Jay",225,75
"O'Shaughnessy, James",245,76
"Patten, Jake",212,72
"Kemp, Jack",201,73
"Sandefur, Dick",195,70
"Kammerer, Carl",243,75
"Lewis, Kevin",235,73
"Bates, Bill",213,73
"Dinkins, Howard",223,73
"Neal, Mike",262,75
"Pellegrini, Bob",233,74
"Carter, Jim",235,75
"Alexander, Vadal",326,77
"Richardson, Derrick",190,71
"Beckman, Brad",236,75
"Davis, Vontae",207,71
"Lemek, Ray",238,72
"Sabb, Dwayne",248,76
"Waldroup, Kerwin",260,75
"Maxwell, Jim",240,76
"Jean-Batiste, Garland",208,72
"Thweatt, Byron",237,72
"Davis, Lamar",185,73
"Gilchrist, Cookie",251,75
"Riley, Duke",231,73
"Jackson, Branden",268,76
"Casner, Ken",245,74
"Zych, Collin",203,71
"Yovicsin, John",195,75
"Harrison, Dick",195,72
"Sanders, Charlie",225,76
"Ellstrom, Swede",203,73
"Davis, Oliver",203,73
"Pashos, Tony",325,78
"Ecker, Ed",276,79
"Chiara, Paul",204,70
"Andros, Plato",240,72
"Goodson, B.J.",242,72
"Kerkorian, Gary",185,71
"Land, Fred",220,73
"Terry, James",235,73
"Nagle, Browning",220,75
"Little, Jim",200,73
"Lewellen, Verne",180,73
"Davis, Reggie",233,75
"Jarmon, Jeremy",286,75
"Reed, Doug",254,75
"Baldacci, Lou",200,74
"Wheeler, Philip",245,74
"Thigpen, Yancey",203,73
"Beiler, Tyler",190,72
"Daniels, DaVaris",201,73
"Donnell, Larry",265,78
"Bellamy, Mike",195,72
"Young, James",260,74
"Iman, Ken",240,73
"Nichols, Bobby",220,74
"Bitonio, Joel",305,76
"Noga, Niko",230,73
"Albritton, Scott",234,75
"Johnson, Reggie",256,74
"Forston, Marcus",305,75
"Francis, Russ",240,78
"Sims, Eugene",269,78
"Driskel, Jeff",231,76
"Gorgal, Alex",180,69
"Roberts, Bill",200,72
"Hasselbach, Harald",285,78
"Raynock, Chase",305,78
"Dalton, Oakley",285,78
"Thomas, Bob",178,70
"Pierce-Brewster, Markus",243,75
"Barrett, Dave",230,72
"Richey, Mike",263,76
"Magro, Marc",246,75
"Vanhorse, Sean",180,70
"Castillo, Luis",290,75
"Bates, Trevor",247,73
"Scott, Greg",293,76
"Leggett, Scott",285,75
"Carroll, Jim",230,74
"Wallace, Seneca",205,71
"Haayer, Adam",311,78
"Gay, Billy",180,71
"Sabino, Etienne",247,74
